Company Name,Ticker,Market Cap (mil),S&P 500 - ETF,Exchange
"Shiftpixy, Inc.",PIXY,4.99,NO,NSDQ
"Parke Bancorp, Inc.",PKBK,145.62,NO,NSDQ
Park-Ohio Holdings Corp.,PKOH,199.87,NO,NSDQ
"Photronics, Inc.",PLAB,736.51,NO,NSDQ
"Dave & Buster's Entertainment, Inc.",PLAY,366.85,NO,NSDQ
Plumas Bancorp,PLBC,90.68,NO,NSDQ
"The Children's Place, Inc.",PLCE,359.82,NO,NSDQ
"China Xiangtai Food Co., Ltd.",PLIN,40.87,NO,NSDQ
Piedmont Lithium Limited Sponsored ADR,PLL,33.79,NO,NSDQ
"Palomar Holdings, Inc.",PLMR,1363.98,NO,NSDQ
Preformed Line Products Company,PLPC,244.31,NO,NSDQ
"Pulse Biosciences, Inc",PLSE,165.49,NO,NSDQ
"Plug Power, Inc.",PLUG,1417.77,NO,NSDQ
ePlus inc.,PLUS,865.51,NO,NSDQ
"Dipexium Pharmaceuticals, Inc.",PLXP,23.62,NO,NSDQ
Plexus Corp.,PLXS,1732.24,NO,NSDQ
Playa Hotels & Resorts N.V.,PLYA,282.89,NO,NSDQ
Pacific Mercantile Bancorp,PMBC,77.31,NO,NSDQ
Psychemedics Corporation,PMD,31.28,NO,NSDQ
Pingtan Marine Enterprise Ltd.,PME,74.32,NO,NSDQ
Patriot National Bancorp Inc.,PNBK,22.57,NO,NSDQ
"Pinnacle Financial Partners, Inc.",PNFP,2701.16,NO,NSDQ
PennantPark Investment Corporation,PNNT,209.85,NO,NSDQ
PrimeEnergy Corporation,PNRG,135.57,NO,NSDQ
"The Pennant Group, Inc.",PNTG,488.21,NO,NSDQ
PRECISION THERAPEUTICS INC.,POAI,8.12,NO,NSDQ
Insulet Corporation,PODD,12853.11,NO,NSDQ
"Polar Power, Inc.",POLA,15.92,NO,NSDQ
Pool Corporation,POOL,8594.66,NO,NSDQ
Pope Resources,POPE,448.86,NO,NSDQ
"Power Integrations, Inc.",POWI,2810.19,NO,NSDQ
"Powell Industries, Inc.",POWL,262.79,NO,NSDQ
Pacific Premier Bancorp Inc,PPBI,1105.94,NO,NSDQ
Pilgrim's Pride Corporation,PPC,4895.87,NO,NSDQ
"PPD, Inc.",PPD,7846.54,NO,NSDQ
"Positive Physicians Holdings, Inc.",PPHI,36.7,NO,NSDQ
"MFRI, Inc.",PPIH,47.4,NO,NSDQ
"Pioneer Power Solutions, Inc.",PPSI,10.56,NO,NSDQ
"PRA Group, Inc.",PRAA,1141.3,NO,NSDQ
"PRA Health Sciences, Inc.",PRAH,5580.81,NO,NSDQ
"Perceptron, Inc.",PRCP,25.39,NO,NSDQ
Career Education Corporation,PRDO,823.11,NO,NSDQ
"Perficient, Inc.",PRFT,1050.57,NO,NSDQ
Progress Software Corporation,PRGS,1688.06,NO,NSDQ
"PRGX Global, Inc.",PRGX,71.76,NO,NSDQ
Primoris Services Corporation,PRIM,660.13,NO,NSDQ
Principia Biopharma Inc.,PRNB,1970.97,NO,NSDQ
PROFOUND MEDICL,PROF,204.36,NO,NSDQ
"Provident Financial Holdings, Inc.",PROV,95.56,NO,NSDQ
"ProPhase Labs, Inc.",PRPH,19.71,NO,NSDQ
"PURPLE INNOVATION, INC.",PRPL,564.75,NO,NSDQ
"Transgenomic, Inc.",PRPO,5.23,NO,NSDQ
ProQR Therapeutics N.V.,PRQR,264.15,NO,NSDQ
The Providence Service Corporation,PRSC,752.95,NO,NSDQ
Prothena Corporation plc,PRTA,476.94,NO,NSDQ
"Priority Technology Holdings, Inc.",PRTH,104.64,NO,NSDQ
"Paratek Pharmaceuticals, Inc.",PRTK,185.34,NO,NSDQ
"U.S. Auto Parts Network, Inc.",PRTS,97.41,NO,NSDQ
"Provention Bio, Inc.",PRVB,576.34,NO,NSDQ
Prevail Therapeutics Inc.,PRVL,512.57,NO,NSDQ
"Pluralsight, Inc.",PS,2094.86,NO,NSDQ
Prospect Capital Corporation,PSEC,1544.84,NO,NSDQ
"PriceSmart, Inc.",PSMT,1933.82,NO,NSDQ
"Personalis, Inc.",PSNL,313.17,NO,NSDQ
"Pluristem Therapeutics, Inc.",PSTI,222.02,NO,NSDQ
Cytori Therapeutics Inc,PSTV,5.86,NO,NSDQ
Pintec Technology Holdings Ltd.,PT,37.38,NO,NSDQ
PTC Inc.,PTC,7507.11,NO,NSDQ
"PTC Therapeutics, Inc.",PTCT,3323.31,NO,NSDQ
"PolarityTE, Inc.",PTE,40.28,NO,NSDQ
"Patterson-UTI Energy, Inc.",PTEN,482.66,NO,NSDQ
"Protagonist Therapeutics, Inc.",PTGX,178.6,NO,NSDQ
"Proteostasis Therapeutics, Inc.",PTI,68.31,NO,NSDQ
"Portola Pharmaceuticals, Inc.",PTLA,593.34,NO,NSDQ
"KCAP Financial, Inc.",PTMN,43.95,NO,NSDQ
Partner Communications Company Ltd.,PTNR,626.41,NO,NSDQ
"Peloton Interactive, Inc.",PTON,8908.37,NO,NSDQ
"P.A.M. Transportation Services, Inc.",PTSI,170.35,NO,NSDQ
Protective Insurance Corp,PTVCA,229.96,NO,NSDQ
Protective Insurance Corp,PTVCB,199.63,NO,NSDQ
People's Utah Bancorp,PUB,355.09,NO,NSDQ
"Pulmatrix, Inc.",PULM,30.58,NO,NSDQ
Puyi Inc. Sponsored ADR,PUYI,341.72,NO,NSDQ
Penn Virginia Corporation,PVAC,64.72,NO,NSDQ
"Provident Bancorp, Inc.",PVBC,174.7,NO,NSDQ
"I.D. Systems, Inc.",PWFL,137.59,NO,NSDQ
"Penns Woods Bancorp, Inc.",PWOD,150.25,NO,NSDQ
"Pixelworks, Inc.",PXLW,164.45,NO,NSDQ
Pyxis Tankers Inc.,PXS,19.77,NO,NSDQ
"Papa John's International, Inc.",PZZA,2324.09,NO,NSDQ
QAD Inc.,QADA,856.33,NO,NSDQ
QAD Inc.,QADB,550.67,NO,NSDQ
Qualstar Corporation,QBAK,3.72,NO,NSDQ
"QCR Holdings, Inc.",QCRH,419.07,NO,NSDQ
Quidel Corporation,QDEL,5637.05,NO,NSDQ
"360 Finance, Inc. Sponsored ADR",QFIN,1281.81,NO,NSDQ
QIWI PLC,QIWI,733,NO,NSDQ
Q&K International Group Limited Sponsored ADR,QK,598.02,NO,NSDQ
"Qualys, Inc.",QLYS,4262.12,NO,NSDQ
Quantum Corporation,QMCO,159.44,NO,NSDQ
"QuinStreet, Inc.",QNST,446.15,NO,NSDQ
Nuveen NASDAQ 100 Dynamic Overwrite Fund,QQQX,837.93,NO,NSDQ
Quest Resource Holding Corporation.,QRHC,18.6,NO,NSDQ
"Qurate Retail Group, Inc.",QRTEA,3088.65,NO,NSDQ
"Qurate Retail Group, Inc.",QRTEB,3015.85,NO,NSDQ
Quotient Limited,QTNT,522.83,NO,NSDQ
Quanterix Corporation,QTRX,771.42,NO,NSDQ
Qutoutiao Inc. Sponsored ADR,QTT,691.2,NO,NSDQ
QuickLogic Corporation,QUIK,38.21,NO,NSDQ
Qumu Corporation,QUMU,33.08,NO,NSDQ
uniQure N.V.,QURE,2730.53,NO,NSDQ
Rada Electronics Industries Limited,RADA,179.63,NO,NSDQ
"Freightcar America, Inc.",RAIL,18.83,NO,NSDQ
Rand Capital Corporation,RAND,31.73,NO,NSDQ
RAPT THERAPTICS,RAPT,392.75,NO,NSDQ
Ultragenyx Pharmaceutical Inc.,RARE,3833.99,NO,NSDQ
"Rave Restaurant Group, Inc.",RAVE,10.63,NO,NSDQ
"Raven Industries, Inc.",RAVN,739.57,NO,NSDQ
RBB Bancorp,RBB,232.87,NO,NSDQ
Ribbon Communications Inc.,RBBN,327.24,NO,NSDQ
"Republic Bancorp, Inc.",RBCAA,657.53,NO,NSDQ
"Rubicon Technology, Inc.",RBCN,21.56,NO,NSDQ
"Rhinebeck Bancorp, Inc.",RBKB,71.06,NO,NSDQ
"Reliant Bancorp, Inc.",RBNC,124.33,NO,NSDQ
"Draper Oakwood Technology Acquisition, Inc.",RBZ,2.16,NO,NSDQ
Avita Medical Ltd.,RCEL,576.03,NO,NSDQ
"Rent-A-Center, Inc.",RCII,956.05,NO,NSDQ
Inotek Pharmaceuticals Corporation,RCKT,956.03,NO,NSDQ
"Rocky Brands, Inc.",RCKY,145.5,NO,NSDQ
R1 RCM Inc.,RCM,1108.64,NO,NSDQ
"RCM Technologies, Inc.",RCMT,17.38,NO,NSDQ
"Recon Technology, Ltd.",RCON,14.06,NO,NSDQ
Radcom Ltd.,RDCM,93.86,NO,NSDQ
Redfin Corporation,RDFN,1791.69,NO,NSDQ
Redhill Biopharma Ltd.,RDHL,268.05,NO,NSDQ
Reading International Inc,RDI,77.1,NO,NSDQ
"RadNet, Inc.",RDNT,633.18,NO,NSDQ
"Radius Health, Inc.",RDUS,760.75,NO,NSDQ
"Red Violet, Inc.",RDVT,206.3,NO,NSDQ
Radware Ltd.,RDWR,1054.67,NO,NSDQ
"The RealReal, Inc.",REAL,874.78,NO,NSDQ
RISE Education Cayman Ltd. American Depositary Shares,REDU,213.91,NO,NSDQ
"Reeds, Inc.",REED,20.63,NO,NSDQ
Research Frontiers Incorporated,REFR,88.42,NO,NSDQ
"Renewable Energy Group, Inc.",REGI,925.08,NO,NSDQ
"Novume Solutions, Inc.",REKR,75.14,NO,NSDQ
"Richardson Electronics, Ltd.",RELL,51.49,NO,NSDQ
"Reliv' International, Inc.",RELV,5.46,NO,NSDQ
"Recro Pharma, Inc.",REPH,190.22,NO,NSDQ
"Replimune Group, Inc.",REPL,421.43,NO,NSDQ
Resonant Inc.,RESN,121.84,NO,NSDQ
"Reata Pharmaceuticals, Inc.",RETA,5332.1,NO,NSDQ
"ReTo Eco-Solutions, Inc.",RETO,11.38,NO,NSDQ
"Rexahn Pharmaceuticals, Inc.",REXN,7.01,NO,NSDQ
Reynolds Consumer Products Inc.,REYN,6548.96,NO,NSDQ
"RF Industries, Ltd.",RFIL,46.84,NO,NSDQ
RGC Resources Inc.,RGCO,204.84,NO,NSDQ
Repligen Corporation,RGEN,6064.14,NO,NSDQ
"Royal Gold, Inc.",RGLD,8224.82,NO,NSDQ
Regulus Therapeutics Inc.,RGLS,9.95,NO,NSDQ
REGENXBIO Inc.,RGNX,1538.3,NO,NSDQ
"Resources Connection, Inc.",RGP,323.69,NO,NSDQ
RiceBran Technologies,RIBT,47.29,NO,NSDQ
"RCI Hospitality Holdings, Inc.",RICK,78.51,NO,NSDQ
"Rigel Pharmaceuticals, Inc.",RIGL,262.97,NO,NSDQ
"B. Riley Financial, Inc.",RILY,458.55,NO,NSDQ
"Bioptix, Inc.",RIOT,38.79,NO,NSDQ
RIVERVIEW FINL,RIVE,39.86,NO,NSDQ
"Arcadia Biosciences, Inc.",RKDA,39.55,NO,NSDQ
"Relmada Therapeutics, Inc.",RLMD,529,NO,NSDQ
"Richmond Mutual Bancorporation, Inc.",RMBI,129.85,NO,NSDQ
"RumbleON, Inc.",RMBL,10.86,NO,NSDQ
"Rambus, Inc.",RMBS,1374,NO,NSDQ
"Rocky Mountain Chocolate Factory, Inc.",RMCF,27.45,NO,NSDQ
"Rimini Street, Inc.",RMNI,268.62,NO,NSDQ
The RMR Group Inc.,RMR,882.03,NO,NSDQ
"Rockwell Medical, Inc.",RMTI,156.74,NO,NSDQ
"Randolph Bancorp, Inc.",RNDB,47.85,NO,NSDQ
"RigNet, Inc.",RNET,22.78,NO,NSDQ
Renasant Corporation,RNST,1319.61,NO,NSDQ
"RealNetworks, Inc.",RNWK,30.58,NO,NSDQ
"Construction Partners, Inc.",ROAD,887.01,NO,NSDQ
"Gibraltar Industries, Inc.",ROCK,1422.18,NO,NSDQ
Retail Opportunity Investments Corp.,ROIC,929.7,NO,NSDQ
"Roku, Inc.",ROKU,14976.73,NO,NSDQ
RBC Bearings Incorporated,ROLL,3094.19,NO,NSDQ
KLR Energy Acquisition Corp.,ROSE,16.02,NO,NSDQ
"RealPage, Inc.",RP,5742.89,NO,NSDQ
"Thunder Bridge Acquisition, Ltd.",RPAY,640.43,NO,NSDQ
"Rapid7, Inc.",RPD,2341.46,NO,NSDQ
"Red River Bancshares, Inc.",RRBI,258.63,NO,NSDQ
"Red Robin Gourmet Burgers, Inc.",RRGB,151.62,NO,NSDQ
"Red Rock Resorts, Inc.",RRR,1158.84,NO,NSDQ
Research Solutions Inc.,RSSS,76.88,NO,NSDQ
VanEck Vectors Retail ETF,RTH,104.11,NO,NSDQ
"RTI Surgical, Inc.",RTIX,143.2,NO,NSDQ
Rattler Midstream LP,RTLR,939.39,NO,NSDQ
"Retrophin, Inc.",RTRX,653.29,NO,NSDQ
"Ritter Pharmaceuticals, Inc.",RTTR,16.43,NO,NSDQ
"Rubius Therapeutics, Inc.",RUBY,497.19,NO,NSDQ
Ruhnn Holding Limited Sponsored ADR,RUHN,296.95,NO,NSDQ
Sunrun Inc.,RUN,1554.55,NO,NSDQ
"Rush Enterprises, Inc.",RUSHA,1259.76,NO,NSDQ
"Rush Enterprises, Inc.",RUSHB,1179.28,NO,NSDQ
"Ruth's Hospitality Group, Inc.",RUTH,245.66,NO,NSDQ
"Revolution Medicines, Inc.",RVMD,1575.92,NO,NSDQ
"Revance Therapeutics, Inc.",RVNC,969.51,NO,NSDQ
Riverview Bancorp Inc,RVSB,112.83,NO,NSDQ
ReWalk Robotics Ltd,RWLK,13.01,NO,NSDQ
Ryanair Holdings PLC,RYAAY,12780.04,NO,NSDQ
"Rhythm Pharmaceuticals, Inc.",RYTM,861.79,NO,NSDQ
Sabre Corporation,SABR,1530.3,NO,NSDQ
"SAExploration Holdings, Inc.",SAEX,8.08,NO,NSDQ
"Sanderson Farms, Inc.",SAFM,3038.16,NO,NSDQ
"Safety Insurance Group, Inc.",SAFT,1274.87,NO,NSDQ
"Sage Therapeutics, Inc.",SAGE,1978.33,NO,NSDQ
"Saia, Inc.",SAIA,2122.31,NO,NSDQ
"Salisbury Bancorp, Inc.",SAL,97.47,NO,NSDQ
"Salem Media Group, Inc.",SALM,22.68,NO,NSDQ
Silvercrest Asset Management Group Inc.,SAMG,129.24,NO,NSDQ
Sanmina Corporation,SANM,1886.93,NO,NSDQ
S&W Seed Company,SANW,63.79,NO,NSDQ
"Sandy Spring Bancorp, Inc.",SASR,776.82,NO,NSDQ
EchoStar Corporation,SATS,3020.13,NO,NSDQ
"Cassava Sciences, Inc.",SAVA,176.07,NO,NSDQ
Strongbridge Biopharma PLC,SBBP,122.6,NO,NSDQ
SB ONE BANCORP,SBBX,162.04,NO,NSDQ
Seacoast Banking Corporation of Florida,SBCF,982.46,NO,NSDQ
"SB Financial Group, Inc.",SBFG,107.21,NO,NSDQ
"Sinclair Broadcast Group, Inc.",SBGI,1399.19,NO,NSDQ
Star Bulk Carriers Corp.,SBLK,508.23,NO,NSDQ
Signature Bank,SBNY,5037.21,NO,NSDQ
"Spring Bank Pharmaceuticals, Inc.",SBPH,21.47,NO,NSDQ
"Sabra Healthcare REIT, Inc.",SBRA,2389.39,NO,NSDQ
"Southside Bancshares, Inc.",SBSI,940.95,NO,NSDQ
"Sterling Bancorp, Inc.",SBT,138.56,NO,NSDQ
Scholastic Corporation,SCHL,962.64,NO,NSDQ
"Schnitzer Steel Industries, Inc.",SCHN,369.36,NO,NSDQ
"Socket Mobile, Inc.",SCKT,7.55,NO,NSDQ
Superconductor Technologies Inc.,SCON,3.6,NO,NSDQ
"comScore, Inc.",SCOR,167.38,NO,NSDQ
"scPharmaceuticals, Inc.",SCPH,201.22,NO,NSDQ
SciPlay Corporation,SCPL,1364.31,NO,NSDQ
"ScanSource, Inc.",SCSC,568,NO,NSDQ
"Shoe Carnival, Inc.",SCVL,290.55,NO,NSDQ
SecureWorks Corp.,SCWX,919.58,NO,NSDQ
"SCYNEXIS, Inc.",SCYX,81.02,NO,NSDQ
"SmileDirectClub, Inc.",SDC,2029.18,NO,NSDQ
"Schrodinger, Inc.",SDGR,3265.74,NO,NSDQ
"SeaChange International, Inc.",SEAC,96.37,NO,NSDQ
Secoo Holding Limited,SECO,116.56,NO,NSDQ
"SolarEdge Technologies, Inc.",SEDG,4996.11,NO,NSDQ
Origin Agritech Limited,SEED,11.33,NO,NSDQ
"Apricus Biosciences, Inc",SEEL,18.62,NO,NSDQ
SEI Investments Company,SEIC,7322.58,NO,NSDQ
"Selecta Biosciences, Inc.",SELB,230.74,NO,NSDQ
"Global Self Storage, Inc.",SELF,34.71,NO,NSDQ
Seneca Foods Corp.,SENEA,310.65,NO,NSDQ
"Synthesis Energy Systems, Inc.",SES,5.42,NO,NSDQ
"SESEN BIO, INC.",SESN,59.41,NO,NSDQ
"Sound Financial Bancorp, Inc.",SFBC,65.36,NO,NSDQ
"ServisFirst Bancshares, Inc.",SFBS,1705.96,NO,NSDQ
SAFE-T GRP-ADR,SFET,0.08,NO,NSDQ
"Stitch Fix, Inc.",SFIX,1677.53,NO,NSDQ
"Sprouts Farmers Market, Inc.",SFM,2549.53,NO,NSDQ
Simmons First National Corporation,SFNC,1952.96,NO,NSDQ
"Southern First Bancshares, Inc.",SFST,199.88,NO,NSDQ
"Sirius International Insurance Group, Ltd.",SG,864.74,NO,NSDQ
"Saga Communications, Inc.",SGA,156.26,NO,NSDQ
"SG Blocks, Inc.",SGBX,5.75,NO,NSDQ
"Superior Uniform Group, Inc.",SGC,108.09,NO,NSDQ
"SMART Global Holdings, Inc.",SGH,543.92,NO,NSDQ
"Sigma Labs, Inc.",SGLB,3.82,NO,NSDQ
"SigmaTron International, Inc.",SGMA,13.11,NO,NSDQ
"Sangamo Therapeutics, Inc.",SGMO,966.88,NO,NSDQ
Scientific Games Corp,SGMS,977.2,NO,NSDQ
"SGOCO Group, Ltd",SGOC,80.03,NO,NSDQ
"SPAR Group, Inc.",SGRP,15.96,NO,NSDQ
"Surgery Partners, Inc.",SGRY,503.66,NO,NSDQ
Shore Bancshares Inc,SHBI,120.19,NO,NSDQ
Shenandoah Telecommunications Co,SHEN,2606.06,NO,NSDQ
Seanergy Maritime Holdings Corp,SHIP,4.3,NO,NSDQ
"Shiloh Industries, Inc.",SHLO,26.39,NO,NSDQ
"Steven Madden, Ltd.",SHOO,1810.59,NO,NSDQ
"SharpSpring, Inc.",SHSP,75.35,NO,NSDQ
iShares Short Treasury Bond ETF,SHV,24690.79,NO,NSDQ
iShares 1-3 Year Treasury Bond ETF,SHY,23416.09,NO,NSDQ
Si-Bone Inc.,SIBN,431.51,NO,NSDQ
SELECT INT CONC,SIC,54.14,NO,NSDQ
Siebert Financial Corp.,SIEB,169.34,NO,NSDQ
"Sientra, Inc.",SIEN,89.56,NO,NSDQ
Sify Technologies Limited,SIFY,39.22,NO,NSDQ
Siga Technologies Inc.,SIGA,447,NO,NSDQ
"Selective Insurance Group, Inc.",SIGI,2885.09,NO,NSDQ
Silicom Ltd,SILC,228,NO,NSDQ
"Silk Road Medical, Inc.",SILK,1254.79,NO,NSDQ
Silicon Motion Technology Corporation,SIMO,1585.78,NO,NSDQ
Sina Corporation,SINA,2328.53,NO,NSDQ
"Sino-Global Shipping America, Ltd.",SINO,7.3,NO,NSDQ
"SINTX TECHNOLOGIES, INC.",SINT,5.47,NO,NSDQ
Sirius XM Holdings Inc.,SIRI,24104.17,NO,NSDQ
SiTime Corporation,SITM,294.14,NO,NSDQ
"Sky Solar Holdings, Ltd.",SKYS,32.09,NO,NSDQ
"SkyWest, Inc.",SKYW,1295.12,NO,NSDQ
"Silicon Laboratories, Inc.",SLAB,4002.46,NO,NSDQ
"Select Bancorp, Inc.",SLCT,135.52,NO,NSDQ
Solid Biosciences Inc.,SLDB,103.65,NO,NSDQ
"Super League Gaming, Inc.",SLGG,25.64,NO,NSDQ
Sol-Gel Technologies Ltd.,SLGL,167.81,NO,NSDQ
Silgan Holdings Inc.,SLGN,3782.03,NO,NSDQ
SLM Corporation,SLM,2794.41,NO,NSDQ
"Soleno Therapeutics, Inc.",SLNO,131.84,NO,NSDQ
"Simulations Plus, Inc.",SLP,745.01,NO,NSDQ
Solar Capital Ltd.,SLRC,586.15,NO,NSDQ
"Flex Pharma, Inc.",SLRX,2.82,NO,NSDQ
"Galena Biopharma, Inc.",SLS,12.7,NO,NSDQ
"Southern Missouri Bancorp, Inc.",SMBC,214.43,NO,NSDQ
"SmartFinancial, Inc.",SMBK,203.84,NO,NSDQ
"Super Micro Computer, Inc.",SMCI,1126.58,NO,NSDQ
Sharps Compliance Corp,SMED,120.58,NO,NSDQ
"Schmitt Industries, Inc.",SMIT,10.97,NO,NSDQ
"Summit Financial Group, Inc.",SMMF,208.75,NO,NSDQ
Summit Therapeutics PLC,SMMT,118.12,NO,NSDQ
The Simply Good Foods Company,SMPL,1684.39,NO,NSDQ
"Stein Mart, Inc.",SMRT,12.22,NO,NSDQ
"Smith Micro Software, Inc.",SMSI,205.71,NO,NSDQ
Semtech Corporation,SMTC,2841.03,NO,NSDQ
SMTC Corporation,SMTX,74.15,NO,NSDQ
Sleep Number Corporation,SNBR,778.72,NO,NSDQ
"Neuralstem, Inc.",SNCA,7.48,NO,NSDQ
"Synchronoss Technologies, Inc.",SNCR,146.29,NO,NSDQ
SMART SAND INC,SND,31.89,NO,NSDQ
Sundance Energy Australia Ltd.,SNDE,226.17,NO,NSDQ
Sundial Growers Inc.,SNDL,53.59,NO,NSDQ
"Syndax Pharmaceuticals, Inc.",SNDX,353.82,NO,NSDQ
"Senestech, Inc.",SNES,4.37,NO,NSDQ
Security National Financial Corporation,SNFCA,92.6,NO,NSDQ
Soligenix Inc.,SNGX,36.35,NO,NSDQ
"Sonoma Pharmaceuticals, Inc.",SNOA,8.48,NO,NSDQ
"Sunesis Pharmaceuticals, Inc.",SNSS,51.6,NO,NSDQ
Sotherly Hotels Inc.,SOHO,24.9,NO,NSDQ
Sohu.com Inc.,SOHU,314.22,NO,NSDQ
ElectraMeccanica Vehicles Corp.,SOLO,37.42,NO,NSDQ
"Soliton, Inc.",SOLY,151.88,NO,NSDQ
"Southern National Bancorp of Virginia, Inc.",SONA,218.65,NO,NSDQ
Akazoo S.A.,SONG,57.56,NO,NSDQ
"Sonim Technologies, Inc.",SONM,17.44,NO,NSDQ
"Chanticleer Holdings, Inc.",SONN,2.42,NO,NSDQ
"Sonos, Inc.",SONO,979.02,NO,NSDQ
"SORL Auto Parts, Inc.",SORL,85.13,NO,NSDQ
SP Plus Corporation,SP,467.53,NO,NSDQ
"Spartan Motors, Inc.",SPAR,455.59,NO,NSDQ
"SuperCom, Ltd.",SPCB,17.35,NO,NSDQ
"South Plains Financial, Inc.",SPFI,211.26,NO,NSDQ
"SPI Energy Co., Ltd.",SPI,10.6,NO,NSDQ
"Spark Energy, Inc.",SPKE,235.7,NO,NSDQ
Splunk Inc.,SPLK,20403.29,NO,NSDQ
SeaSpine Holdings Corporation,SPNE,269.67,NO,NSDQ
Sapiens International Corporation N.V.,SPNS,1202.48,NO,NSDQ
"Spok Holdings, Inc.",SPOK,206.69,NO,NSDQ
"Spectrum Pharmaceuticals, Inc.",SPPI,336.59,NO,NSDQ
"Spero Therapeutics, Inc.",SPRO,174.82,NO,NSDQ
"support.com, Inc.",SPRT,26.87,NO,NSDQ
"SPS Commerce, Inc.",SPSC,1786.67,NO,NSDQ
"Sprout Social, Inc.",SPT,736.28,NO,NSDQ
SpartanNash Company,SPTN,608.85,NO,NSDQ
"Sportsman's Warehouse Holdings, Inc.",SPWH,284.47,NO,NSDQ
SunPower Corporation,SPWR,1124.87,NO,NSDQ
"Sequential Brands Group, Inc.",SQBG,11.06,NO,NSDQ
Social Reality Inc.,SRAX,26.59,NO,NSDQ
1st Source Corporation,SRCE,836.6,NO,NSDQ
"Stericycle, Inc.",SRCL,4249.58,NO,NSDQ
"Surmodics, Inc.",SRDX,506.29,NO,NSDQ
"ServiceSource International, Inc.",SREV,108.17,NO,NSDQ
"Sorrento Therapeutics, Inc.",SRNE,466.04,NO,NSDQ
"Sarepta Therapeutics, Inc.",SRPT,9474.6,NO,NSDQ
"Sierra Oncology, Inc.",SRRA,123.92,NO,NSDQ
Scholar Rock Holding Corporation,SRRK,525.52,NO,NSDQ
"Sensus Healthcare, Inc.",SRTS,41.05,NO,NSDQ
South State Corporation,SSB,1774.91,NO,NSDQ
Summit State Bank,SSBI,46.61,NO,NSDQ
"Strata Skin Sciences, Inc.",SSKN,50.23,NO,NSDQ
"SS&C Technologies Holdings, Inc.",SSNC,13112.78,NO,NSDQ
SILVERSUN TECH,SSNT,9.41,NO,NSDQ
E.W. Scripps Company (The),SSP,511,NO,NSDQ
Silver Standard Resources Inc.,SSRM,2148.06,NO,NSDQ
ShotSpotter Inc.,SSTI,381.37,NO,NSDQ
"Stratasys, Ltd.",SSYS,875.96,NO,NSDQ
STAAR Surgical Company,STAA,1684.76,NO,NSDQ
"Staffing 360 Solutions, Inc.",STAF,3.73,NO,NSDQ
"Extended Stay America, Inc.",STAY,1877.55,NO,NSDQ
"S&T Bancorp, Inc.",STBA,998.57,NO,NSDQ
"STEEL CONNECT, INC.",STCN,41.79,NO,NSDQ
State Auto Financial Corporation,STFC,1050.48,NO,NSDQ
"Neuronetics, Inc.",STIM,43.26,NO,NSDQ
"SunOpta, Inc.",STKL,236.96,NO,NSDQ
"The ONE Group Hospitality, Inc.",STKS,40.66,NO,NSDQ
"Steel Dynamics, Inc.",STLD,5006.46,NO,NSDQ
"Stemline Therapeutics, Inc.",STML,265.98,NO,NSDQ
Stamps.com Inc.,STMP,2523.61,NO,NSDQ
StoneCo Ltd.,STNE,6117.75,NO,NSDQ
"Stoke Therapeutics, Inc.",STOK,749.51,NO,NSDQ
Strategic Education Inc.,STRA,3176.71,NO,NSDQ
Sterling Construction Company Inc,STRL,245.37,NO,NSDQ
"Streamline Health Solutions, Inc.",STRM,30.9,NO,NSDQ
"Sutro Biopharma, Inc.",STRO,255.24,NO,NSDQ
Stratus Properties Inc.,STRS,135.2,NO,NSDQ
Strattec Security Corporation,STRT,54.13,NO,NSDQ
Satsuma Pharmaceuticals Inc.,STSA,316.7,NO,NSDQ
"Spirit of Texas Bancshares, Inc.",STXB,177.41,NO,NSDQ
"Summer Infant, Inc.",SUMR,4.93,NO,NSDQ
Solar Senior Capital Ltd.,SUNS,196.55,NO,NSDQ
"Sunworks, Inc.",SUNW,7.48,NO,NSDQ
"Supernus Pharmaceuticals, Inc.",SUPN,995.52,NO,NSDQ
"Surface Oncology, Inc.",SURF,82.22,NO,NSDQ
"Sinovac Biotech, Ltd.",SVA,460.25,NO,NSDQ
Severn Bancorp Inc,SVBI,65.99,NO,NSDQ
Hospitality Properties Trust,SVC,934.73,NO,NSDQ
SVMK Inc.,SVMK,2117.99,NO,NSDQ
"Mast Therapeutics, Inc.",SVRA,113.89,NO,NSDQ
"Firsthand Technology Value Fund, Inc.",SVVC,23.57,NO,NSDQ
"ShockWave Medical, Inc.",SWAV,1254.12,NO,NSDQ
"Sierra Wireless, Inc.",SWIR,331.74,NO,NSDQ
SWK Holdings Corp.,SWKH,147.71,NO,NSDQ
SpringWorks Therapeutics Inc.,SWTX,1349.8,NO,NSDQ
"China SXT Pharmaceuticals, Inc.",SXTC,11.92,NO,NSDQ
So-Young International Inc. Sponsored ADR,SY,1030.14,NO,NSDQ
"Stock Yards Bancorp, Inc.",SYBT,674.61,NO,NSDQ
"Synlogic, Inc.",SYBX,75.63,NO,NSDQ
"Sykes Enterprises, Incorporated",SYKE,1137.24,NO,NSDQ
Synaptics Incorporated,SYNA,2152.81,NO,NSDQ
"Synacor, Inc.",SYNC,56.97,NO,NSDQ
"Syneos Health, Inc.",SYNH,5254.92,NO,NSDQ
Synalloy Corporation,SYNL,76.27,NO,NSDQ
"Sypris Solutions, Inc.",SYPR,13.85,NO,NSDQ
"Syros Pharmaceuticals, Inc.",SYRS,351.96,NO,NSDQ
